YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,36.3,36.3,,,35.5,37.1,55422,,35 - 44,,,,,,OWS,OWS1,Q037,VALUE,59,Age (years),35 - 44,AGEYR,AGEYR3544
2018,2018,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.7,32.7,,,19.7,49,90,,,,,,2 or more races,"(64.84507995700051, -147.72205903599973)",OWS,OWS1,Q036,VALUE,2,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2018,2018,HI,Hawaii,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,24.2,24.2,,,20.6,28.2,1064,,,,,Data not reported,,"(21.304850435000446, -157.85774940299973)",PA,PA1,Q047,VALUE,15,Income,Data not reported,INC,INCNR
2018,2018,US,National,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,32.9,32.9,,,32,33.8,52704,,,,,"$15,000 - $24,999",,,OWS,OWS1,Q037,VALUE,59,Income,"$15,000 - $24,999",INC,INC1525
2018,2018,UT,Utah,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.7,31.7,,,27.5,36.2,722,,,,,"$25,000 - $34,999",,"(39.360700171000474, -111.58713063499971)",OWS,OWS1,Q036,VALUE,49,Income,"$25,000 - $34,999",INC,INC2535
2018,2018,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.1,28.1,,,25.3,31,1382,,,Some college or technical school,,,,"(42.27687047000046, -72.08269067499964)",OWS,OWS1,Q036,VALUE,25,Education,Some college or technical school,EDU,EDUCOTEC
2018,2018,MD,Maryland,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,33.1,33.1,,,30.9,35.5,3621,,,Some college or technical school,,,,"(39.29058096400047, -76.60926011099963)",OWS,OWS1,Q037,VALUE,24,Education,Some college or technical school,EDU,EDUCOTEC
2018,2018,AL,Alabama,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,27.4,27.4,,,23.6,31.5,771,,35 - 44,,,,,"(32.84057112200048, -86.63186076199969)",PA,PA1,Q047,VALUE,1,Age (years),35 - 44,AGEYR,AGEYR3544
2018,2018,WA,Washington,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,18,18,,,16.8,19.3,7025,,,,Female,,,"(47.52227862900048, -120.47001078999972)",PA,PA1,Q047,VALUE,53,Gender,Female,GEN,FEMALE
2018,2018,AK,Alaska,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,16.5,16.5,,,9.6,26.7,94,,,,,,2 or more races,"(64.84507995700051, -147.72205903599973)",PA,PA1,Q047,VALUE,2,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2018,2018,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,37.6,37.6,,,31.1,44.6,365,,,,,"Less than $15,000",,"(42.27687047000046, -72.08269067499964)",PA,PA1,Q047,VALUE,25,Income,"Less than $15,000",INC,INCLESS15
2018,2018,ND,North Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.9,34.9,,,32,38,1795,,,,,"$75,000 or greater",,"(47.47531977900047, -100.11842104899966)",OWS,OWS1,Q036,VALUE,38,Income,"$75,000 or greater",INC,INC75PLUS
2018,2018,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,36.1,36.1,,,32.1,40.2,2422,,,,,"$15,000 - $24,999",,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q036,VALUE,12,Income,"$15,000 - $24,999",INC,INC1525
2018,2018,IA,Iowa,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,36.1,36.1,,,34,38.2,2521,,,Some college or technical school,,,,"(42.46940091300047, -93.81649055599968)",OWS,OWS1,Q037,VALUE,19,Education,Some college or technical school,EDU,EDUCOTEC
2018,2018,NC,North Carolina,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(35.466220975000454, -79.15925046299964)",PA,PA1,Q047,VALUE,37,Race/Ethnicity,Other,RACE,RACEOTH
2018,2018,MS,Mississippi,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,41.1,41.1,,,37.9,44.3,1660,,,High school graduate,,,,"(32.745510099000455, -89.53803082499968)",OWS,OWS1,Q036,VALUE,28,Education,High school graduate,EDU,EDUHSGRAD
2018,2018,VI,Virgin Islands,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,,,~,Data not available because sample size is insufficient.,,,,Total,,,,,,"(18.335765, -64.896335)",OWS,OWS1,Q036,VALUE,78,Total,Total,OVR,OVERALL
2018,2018,NM,New Mexico,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,38,38,,,34.2,42.1,1160,,,,,"$15,000 - $24,999",,"(34.52088095200048, -106.24058098499967)",OWS,OWS1,Q036,VALUE,35,Income,"$15,000 - $24,999",INC,INC1525
2018,2018,CO,Colorado,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.7,25.7,,,23.4,28.1,1721,,,High school graduate,,,,"(38.843840757000464, -106.13361092099967)",OWS,OWS1,Q036,VALUE,8,Education,High school graduate,EDU,EDUHSGRAD
2018,2018,VT,Vermont,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,26.8,26.8,,,24.7,29.1,3191,,,,Female,,,"(43.62538123900049, -72.51764079099962)",OWS,OWS1,Q037,VALUE,50,Gender,Female,GEN,FEMALE
2018,2018,MS,Mississippi,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,27.8,27.8,,,25.8,29.9,3201,,,,Female,,,"(32.745510099000455, -89.53803082499968)",OWS,OWS1,Q037,VALUE,28,Gender,Female,GEN,FEMALE
2018,2018,ID,Idaho,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,19,19,,,12.9,27.1,269,,18 - 24,,,,,"(43.682630005000476, -114.3637300419997)",PA,PA1,Q047,VALUE,16,Age (years),18 - 24,AGEYR,AGEYR1824
2018,2018,VA,Virginia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,10.3,10.3,,,6.5,15.8,224,,,,,,Asian,"(37.54268067400045, -78.45789046299967)",PA,PA1,Q047,VALUE,51,Race/Ethnicity,Asian,RACE,RACEASN
2018,2018,NC,North Carolina,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,18.5,18.5,,,14.8,23,621,,,,,"$50,000 - $74,999",,"(35.466220975000454, -79.15925046299964)",PA,PA1,Q047,VALUE,37,Income,"$50,000 - $74,999",INC,INC5075
2018,2018,UT,Utah,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,31.9,31.9,,,28.9,35.1,1384,,,,,Data not reported,,"(39.360700171000474, -111.58713063499971)",OWS,OWS1,Q037,VALUE,49,Income,Data not reported,INC,INCNR
2018,2018,MO,Missouri,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,27.5,27.5,,,23.8,31.5,1087,,,,,Data not reported,,"(38.635790776000476, -92.56630005299968)",OWS,OWS1,Q037,VALUE,29,Income,Data not reported,INC,INCNR
2018,2018,ND,North Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.4,34.4,,,29.5,39.6,669,,,,,"$35,000 - $49,999",,"(47.47531977900047, -100.11842104899966)",OWS,OWS1,Q036,VALUE,38,Income,"$35,000 - $49,999",INC,INC3550
2018,2018,PA,Pennsylvania,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,32,32,,,27.4,37.1,615,,,,,,Non-Hispanic Black,"(40.79373015200048, -77.86070029399963)",OWS,OWS1,Q037,VALUE,42,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2018,2018,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,17.5,17.5,,,12,24.8,161,,18 - 24,,,,,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q036,VALUE,11,Age (years),18 - 24,AGEYR,AGEYR1824
2014,2014,GU,Guam,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,34.1,34.1,,,29.9,38.5,821,,,,,,Hawaiian/Pacific Islander,"(13.444304, 144.793731)",OWS,OWS1,Q037,VALUE,66,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2018,2018,WY,Wyoming,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,35.8,35.8,,,28.6,43.8,215,,,Less than high school,,,,"(43.23554134300048, -108.10983035299967)",PA,PA1,Q047,VALUE,56,Education,Less than high school,EDU,EDUHS
2018,2018,AK,Alaska,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,18.7,18.7,,,13.8,24.8,363,,35 - 44,,,,,"(64.84507995700051, -147.72205903599973)",PA,PA1,Q047,VALUE,2,Age (years),35 - 44,AGEYR,AGEYR3544
2015,2015,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,2 or more races,"(18.220833, -66.590149)",PA,PA1,Q046,VALUE,72,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2018,2018,LA,Louisiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,33.3,33.3,,,20.5,49.1,63,,,,,,American Indian/Alaska Native,"(31.31266064400046, -92.44568007099969)",OWS,OWS1,Q037,VALUE,22,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2018,2018,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(35.68094058000048, -85.77449091399967)",OWS,OWS1,Q037,VALUE,47,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2018,2018,CT,Connecticut,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,20,20,,,18.5,21.7,4711,,,,Male,,,"(41.56266102000046, -72.64984095199964)",PA,PA1,Q047,VALUE,9,Gender,Male,GEN,MALE
2018,2018,WI,Wisconsin,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,23.5,23.5,,,21.3,25.9,2647,,,,Female,,,"(44.39319117400049, -89.81637074199966)",PA,PA1,Q047,VALUE,55,Gender,Female,GEN,FEMALE
2018,2018,CA,California,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32,32,,,28.8,35.3,1223,,,,,"$15,000 - $24,999",,"(37.63864012300047, -120.99999953799971)",OWS,OWS1,Q036,VALUE,6,Income,"$15,000 - $24,999",INC,INC1525
2018,2018,ID,Idaho,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(43.682630005000476, -114.3637300419997)",OWS,OWS1,Q037,VALUE,16,Race/Ethnicity,Other,RACE,RACEOTH
2018,2018,ID,Idaho,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(43.682630005000476, -114.3637300419997)",PA,PA1,Q047,VALUE,16,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2018,2018,SD,South Dakota,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,32.4,32.4,,,26.3,39.1,777,,,,,"$15,000 - $24,999",,"(44.353130053000484, -100.3735306369997)",PA,PA1,Q047,VALUE,46,Income,"$15,000 - $24,999",INC,INC1525
2018,2018,UT,Utah,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(39.360700171000474, -111.58713063499971)",OWS,OWS1,Q037,VALUE,49,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2018,2018,WY,Wyoming,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Asian,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q037,VALUE,56,Race/Ethnicity,Asian,RACE,RACEASN
2018,2018,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,21.7,21.7,,,21.3,22.1,194504,,,,Male,,,,PA,PA1,Q047,VALUE,59,Gender,Male,GEN,MALE
2018,2018,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,37.9,37.9,,,34.2,41.8,907,,55 - 64,,,,,"(18.220833, -66.590149)",OWS,OWS1,Q036,VALUE,72,Age (years),55 - 64,AGEYR,AGEYR5564
2018,2018,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,30.4,30.4,,,25.9,35.3,562,,25 - 34,,,,,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q037,VALUE,1,Age (years),25 - 34,AGEYR,AGEYR2534
2018,2018,NV,Nevada,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,37.6,37.6,,,31.4,44.2,464,,45 - 54,,,,,"(39.493240390000494, -117.07184056399967)",OWS,OWS1,Q036,VALUE,32,Age (years),45 - 54,AGEYR,AGEYR4554
2018,2018,KY,Kentucky,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,21.4,21.4,,,11.1,37.1,82,,,,,,American Indian/Alaska Native,"(37.645970271000465, -84.77497104799966)",OWS,OWS1,Q036,VALUE,21,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2018,2018,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,20.1,20.1,,,11.1,33.6,63,,,,,,American Indian/Alaska Native,"(44.56744942400047, -120.15503132599969)",PA,PA1,Q047,VALUE,41,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2018,2018,WA,Washington,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,21.2,21.2,,,19.9,22.7,4974,,,College graduate,,,,"(47.52227862900048, -120.47001078999972)",OWS,OWS1,Q036,VALUE,53,Education,College graduate,EDU,EDUCOGRAD
2018,2018,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q037,VALUE,5,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2018,2018,TX,Texas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,22.2,22.2,,,19.7,24.8,4948,,,,Male,,,"(31.827240407000488, -99.42677020599967)",PA,PA1,Q047,VALUE,48,Gender,Male,GEN,MALE
2018,2018,CT,Connecticut,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,15.9,15.9,,,10.2,24,241,,,,,,Asian,"(41.56266102000046, -72.64984095199964)",PA,PA1,Q047,VALUE,9,Race/Ethnicity,Asian,RACE,RACEASN
2018,2018,KS,Kansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,16.4,16.4,,,9.9,26,108,,,,,,Asian,"(38.34774030000045, -98.20078122699965)",OWS,OWS1,Q036,VALUE,20,Race/Ethnicity,Asian,RACE,RACEASN
2018,2018,NV,Nevada,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,42.7,42.7,,,33.8,52.1,209,,,,,"Less than $15,000",,"(39.493240390000494, -117.07184056399967)",PA,PA1,Q047,VALUE,32,Income,"Less than $15,000",INC,INCLESS15
2018,2018,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.1,33.1,,,30.7,35.6,6380,,,,,,Non-Hispanic White,"(31.827240407000488, -99.42677020599967)",OWS,OWS1,Q036,VALUE,48,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2018,2018,LA,Louisiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,39.7,39.7,,,34.2,45.4,524,,,,,"$35,000 - $49,999",,"(31.31266064400046, -92.44568007099969)",OWS,OWS1,Q036,VALUE,22,Income,"$35,000 - $49,999",INC,INC3550
2014,2014,GU,Guam,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,39.9,39.9,,,35.8,44.2,1062,,,,Male,,,"(13.444304, 144.793731)",OWS,OWS1,Q037,VALUE,66,Gender,Male,GEN,MALE
2018,2018,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,42,42,,,29.1,56,116,,,,,,2 or more races,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q036,VALUE,5,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2018,2018,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,40.6,40.6,,,35.8,45.5,762,,,,,"$50,000 - $74,999",,"(43.65595011300047, -71.50036091999965)",OWS,OWS1,Q037,VALUE,33,Income,"$50,000 - $74,999",INC,INC5075
2018,2018,MD,Maryland,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,39.5,39.5,,,34.3,44.9,564,,,,,,Hispanic,"(39.29058096400047, -76.60926011099963)",OWS,OWS1,Q037,VALUE,24,Race/Ethnicity,Hispanic,RACE,RACEHIS
2018,2018,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.4,25.4,,,21,30.2,780,,,,,Data not reported,,"(43.65595011300047, -71.50036091999965)",OWS,OWS1,Q036,VALUE,33,Income,Data not reported,INC,INCNR
2018,2018,US,National,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,35.8,35.8,,,34.9,36.6,46846,,35 - 44,,,,,,OWS,OWS1,Q037,VALUE,59,Age (years),35 - 44,AGEYR,AGEYR3544
2018,2018,VI,Virgin Islands,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(18.335765, -64.896335)",PA,PA1,Q047,VALUE,78,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2018,2018,IA,Iowa,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,36.7,36.7,,,31.7,41.9,402,,,,,,Hispanic,"(42.46940091300047, -93.81649055599968)",PA,PA1,Q047,VALUE,19,Race/Ethnicity,Hispanic,RACE,RACEHIS
2018,2018,SC,South Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29,29,,,16.5,45.8,66,,,,,,Other,"(33.998821303000454, -81.04537120699968)",OWS,OWS1,Q036,VALUE,45,Race/Ethnicity,Other,RACE,RACEOTH
2018,2018,KS,Kansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,25.9,25.9,,,22.5,29.5,1005,,,,,"$25,000 - $34,999",,"(38.34774030000045, -98.20078122699965)",PA,PA1,Q047,VALUE,20,Income,"$25,000 - $34,999",INC,INC2535
2018,2018,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,23.8,23.8,,,18.1,30.6,313,,,,,"$35,000 - $49,999",,"(38.89037138500049, -77.03196112699965)",PA,PA1,Q047,VALUE,11,Income,"$35,000 - $49,999",INC,INC3550
2018,2018,VA,Virginia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,22,22,,,20.9,23,10307,Total,,,,,,"(37.54268067400045, -78.45789046299967)",PA,PA1,Q047,VALUE,51,Total,Total,OVR,OVERALL
2018,2018,IN,Indiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,40.6,40.6,,,37.2,44,1071,,45 - 54,,,,,"(39.766910452000445, -86.14996019399968)",OWS,OWS1,Q036,VALUE,18,Age (years),45 - 54,AGEYR,AGEYR4554
2018,2018,SD,South Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,36.7,36.7,,,31.5,42.3,1106,,,,,Data not reported,,"(44.353130053000484, -100.3735306369997)",OWS,OWS1,Q037,VALUE,46,Income,Data not reported,INC,INCNR
2018,2018,HI,Hawaii,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,24,24,,,21.7,26.5,2103,,,Some college or technical school,,,,"(21.304850435000446, -157.85774940299973)",OWS,OWS1,Q036,VALUE,15,Education,Some college or technical school,EDU,EDUCOTEC
2018,2018,MI,Michigan,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,33.3,33.3,,,30.2,36.5,1446,,,,,Data not reported,,"(44.6613195430005, -84.71439026999968)",OWS,OWS1,Q037,VALUE,26,Income,Data not reported,INC,INCNR
2018,2018,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Asian,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q037,VALUE,5,Race/Ethnicity,Asian,RACE,RACEASN
2018,2018,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.7,28.7,,,18.7,41.4,120,,,,,,2 or more races,"(34.865970280000454, -111.76381127699972)",OWS,OWS1,Q036,VALUE,4,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2018,2018,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,10.4,10.4,,,9.1,11.8,3962,,,,,"$75,000 or greater",,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q047,VALUE,6,Income,"$75,000 or greater",INC,INC75PLUS
2018,2018,WY,Wyoming,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Non-Hispanic Black,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q036,VALUE,56,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2017,2017,US,National,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,11.2,11.2,,,9.8,12.8,8466,,,,,,Asian,,OWS,OWS1,Q036,VALUE,59,Race/Ethnicity,Asian,RACE,RACEASN
2018,2018,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,38.7,38.7,,,31.9,45.9,246,,,,,,Hispanic,"(35.47203135600046, -97.52107021399968)",OWS,OWS1,Q037,VALUE,40,Race/Ethnicity,Hispanic,RACE,RACEHIS
